dominant_t,topic_per,keywords,text,userid,textiD,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
5,0.952499986,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","They had painted her face like a man's mistake... Like a mental state, gangbanging. A sad return to the eagle-shaped mirror... I'm the kind of mannequin that cheats and opens its eyes... to the ladies of the spread.",03b6072a243347cf634eee1018be408d,1653,38,98.71,78.51,1,1,7.6,13.16,81.58,50,13.16,7.89,2.63,0,0,2.63,2.63,5.26,18.42,13.16,5.26,0,2.63,0,10.53,5.26,5.26,0,0,0,7.89,0,7.89,0,2.63,2.63,10.53,0,0,5.26,2.63,5.26,0,0,2.63,2.63,0,0,2.63,2.63,0,0,5.26,5.26,0,0,0,2.63,0,2.63,0,0,0,2.63,5.26,0,7.89,0,5.26,2.63,0,0,0,0,0,0,0,0,0,0,0,0,39.47,28.95,2.63,0,0,0,0,2.63,0,5.26,0,0
7,0.852599978,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",The surrealists were just nihilists with good imaginations.,03b6072a243347cf634eee1018be408d,1675,8,93.26,50,7.84,99,8,37.5,75,50,0,0,0,0,0,0,0,0,12.5,12.5,12.5,12.5,0,0,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
3,0.566999972,"love_L, see_L, know_L, make_L, feel_L, let_L, time_L, go_L, got_L, way_L",...Arms entwined in a final pose... Narrative drawing to a close... Still remain the things we couldn't kill... In your eyes I can see it still... How we choose the framing of the scene... Hate begins to spill across the screen... Blinding light illuminates the scene... Try to fill The Spaces in Between...,03b6072a243347cf634eee1018be408d,1700,53,97.89,77.48,60.79,1,6.62,15.09,81.13,52.83,11.32,7.55,1.89,3.77,1.89,0,0,3.77,15.09,16.98,3.77,5.66,1.89,1.89,11.32,1.89,0,1.89,0,0,3.77,0,3.77,0,3.77,0,5.66,0,0,0,0,7.55,1.89,1.89,1.89,1.89,0,0,9.43,9.43,0,0,5.66,3.77,1.89,0,0,5.66,3.77,1.89,0,0,0,0,9.43,0,20.75,0,13.21,7.55,0,0,0,0,0,1.89,0,0,0,0,0,0,52.83,50.94,0,0,0,0,0,0,0,1.89,0,0
8,0.675499976,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H","/Don't treat me like a tourist. Let's stay high on a negative wave and paint it black just like the good times. Don't treat me like a tourist. Let's stay high... They break our hearts like its our birthdays... Soak us in animal blood./"" KB writes lyrics that make me die. ^w^""",03b6072a243347cf634eee1018be408d,1724,52,60.28,83.19,74.76,98.66,7.43,7.69,84.62,51.92,23.08,17.31,5.77,9.62,0,0,1.92,5.77,7.69,11.54,3.85,1.92,1.92,5.77,17.31,3.85,7.69,0,0,0,5.77,5.77,0,0,0,0,11.54,0,0,0,0,1.92,0,1.92,0,0,0,0,1.92,1.92,0,0,3.85,3.85,0,0,0,15.38,9.62,0,3.85,1.92,0,0,17.31,0,19.23,5.77,11.54,3.85,1.92,0,0,0,0,1.92,0,0,0,0,0,0,40.38,21.15,0,0,0,0,0,0,3.85,7.69,0,7.69
7,0.964600027,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H","What can you do when your good is not good enough, when all that you touch tumbles down? Because my best intentions keep making a mess of things; I just want to fix it somehow. But how many it times will it take, oh how many it times will it take for me to get. it. RIGHT....?",04be1d6fa64adb60a3d2847f4f905ec1,2663,57,2.97,50,38.82,86.53,11.4,7.02,96.49,61.4,26.32,10.53,5.26,0,5.26,0,0,15.79,1.75,8.77,8.77,10.53,10.53,1.75,19.3,1.75,1.75,8.77,0,5.26,7.02,5.26,1.75,0,0,0,5.26,0,0,0,0,17.54,0,8.77,1.75,1.75,1.75,3.51,1.75,0,0,1.75,0,0,0,0,0,12.28,0,1.75,3.51,10.53,0,0,15.79,3.51,12.28,1.75,3.51,7.02,0,0,0,0,0,0,1.75,0,0,0,1.75,0,21.05,12.28,3.51,0,1.75,3.51,0,0,0,0,0,0
12,0.896300018,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","Can I start again, with my faith shaken? Because I can't go back and undo this.",04be1d6fa64adb60a3d2847f4f905ec1,2685,16,1,1,99,25.77,8,6.25,100,68.75,25,18.75,18.75,0,0,0,0,6.25,0,6.25,6.25,12.5,12.5,6.25,18.75,0,0,0,0,0,12.5,6.25,6.25,6.25,0,0,0,0,0,0,0,18.75,0,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,31.25,12.5,6.25,18.75,0,0,0,0,6.25,0,0,0,0,0,0,0,25,6.25,6.25,0,0,6.25,0,0,0,6.25,0,0
0,0.066699997,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",ICH LIEBE RAMMSTEIN,04be1d6fa64adb60a3d2847f4f905ec1,2792,3,93.26,50,1,25.77,3,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.813300014,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H",/Do I trust some and get fooled by phoniness,054e5fd22c26a92926a61c261c99054c,3165,9,46.37,86.68,4.97,25.77,9,11.11,88.89,44.44,11.11,11.11,11.11,0,0,0,0,0,0,11.11,11.11,0,11.11,0,22.22,0,0,0,0,11.11,22.22,11.11,11.11,0,0,0,22.22,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,11.11,11.11,11.11,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11
7,0.600000024,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",/Just because I'm losing,054e5fd22c26a92926a61c261c99054c,3177,4,1,1,74.76,1,4,25,100,75,25,25,25,0,0,0,0,0,0,0,25,25,25,0,50,0,0,0,0,0,25,0,25,0,0,25,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,0,25
0,0.745500028,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",/You're the only thing I love,054e5fd22c26a92926a61c261c99054c,3194,6,1,99,23.51,99,6,0,100,83.33,50,33.33,16.67,0,16.67,0,0,16.67,16.67,0,16.67,16.67,0,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,16.67,0,16.67
14,0.813300014,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H",/I'll leave when the wind blows,054e5fd22c26a92926a61c261c99054c,3200,6,1.92,4.8,99,25.77,6,0,66.67,50,16.67,16.67,16.67,0,0,0,0,0,16.67,0,16.67,16.67,16.67,0,33.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,33.33,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,16.67,0,16.67
1,0.391299993,"make_H, say_H, bad_H, roll_H, new_L, babi_H, love_L, start_H, bean_H, colleg_H",/I won't say I'm sorry,054e5fd22c26a92926a61c261c99054c,3207,5,1,1,99,1,5,0,100,60,40,40,40,0,0,0,0,0,0,0,40,0,0,20,60,20,0,0,0,0,20,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,40,0,20
0,0.745500028,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",/You're the only thing I'm sure of,054e5fd22c26a92926a61c261c99054c,3209,7,1,92.33,13.15,99,7,0,100,85.71,42.86,28.57,14.29,0,14.29,0,0,14.29,14.29,14.29,28.57,14.29,0,0,28.57,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,28.57,0,14.29
5,0.909699976,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","/Like Saturn's rings **bobsnewline** An icy loop around me **bobsnewline** Too hard to hold... **bobsnewline** And it's beginning to get to me **bobsnewline** That I know more of the stars and sea **bobsnewline** Than I do of what's in your head/"" **bobsnewline** -Snow Patrol""",054e5fd22c26a92926a61c261c99054c,3346,44,80.14,24.76,46.36,25.77,22,18.18,68.18,52.27,18.18,11.36,9.09,0,2.27,0,0,6.82,4.55,20.45,6.82,4.55,4.55,0,11.36,6.82,6.82,2.27,0,2.27,0,0,0,0,0,0,2.27,0,0,0,0,4.55,2.27,0,0,0,0,2.27,4.55,0,2.27,2.27,2.27,2.27,0,0,0,2.27,0,0,0,2.27,0,0,11.36,0,6.82,0,4.55,2.27,0,0,0,0,0,0,0,0,0,0,0,0,79.55,6.82,0,0,0,0,0,2.27,4.55,6.82,0,59.09
12,0.600000024,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",/...I can't do this all on my own,054e5fd22c26a92926a61c261c99054c,3355,8,1.92,1,99,25.77,8,0,87.5,75,37.5,25,25,0,0,0,0,12.5,0,12.5,12.5,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,0,0,0,0,12.5,0,12.5
10,0.920000017,"take_L, say_H, night_H, beauti_H, day_H, death_H, escap_H, come_L, life_H, world_H","I'm gonna give you some terrible thrills, like a: Science Fiction Double Feature",0765c56b2da0e50568488dbbbe93751b,4575,13,82.82,93.79,17.46,25.77,13,38.46,84.62,30.77,15.38,15.38,7.69,0,7.69,0,0,0,7.69,7.69,7.69,0,0,0,23.08,7.69,7.69,0,7.69,15.38,15.38,7.69,7.69,0,0,0,15.38,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,7.69,7.69,0,0,7.69,0,0,0,0,0,7.69,0,7.69,0,0,0,23.08,0,7.69,7.69,0,0,0,0,0,7.69,0,0
5,0.745500028,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",And the eyes in his head//See the world spinning round...,0765c56b2da0e50568488dbbbe93751b,4579,11,98.34,81.84,2.4,25.77,11,9.09,90.91,45.45,9.09,9.09,0,0,0,9.09,0,0,18.18,9.09,0,0,9.09,0,18.18,9.09,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,27.27,27.27,0,9.09,18.18,18.18,0,0,0,0,0,0,0,0,0,0,9.09,0,18.18,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45,27.27,0,0,0,0,0,0,0,0,0,18.18
5,0.852599978,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",My fingertips are holding onto **bobsnewline** The cracks in our foundation,0765c56b2da0e50568488dbbbe93751b,4590,11,93.26,81.84,99,25.77,11,36.36,72.73,54.55,18.18,18.18,9.09,9.09,0,0,0,0,9.09,18.18,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,9.09,9.09,0,0,0,9.09,9.09,0,0,0,0,0,9.09,0,27.27,0,27.27,0,9.09,0,0,0,0,0,0,0,0,0,0,0,36.36,0,0,0,0,0,0,0,0,0,0,36.36
6,0.61650002,"day_L, come_L, live_L, build_H, feel_L, tomorrow_L, tri_L, babi_H, hear_H, need_H","One sound can hold back a thousand hands, when the pipe plays a tune forlorn, and the thistle is a prickly flower, aye, but how it's sweetly worn...",0765c56b2da0e50568488dbbbe93751b,4603,28,48.63,23.75,4.35,87.2,28,17.86,78.57,46.43,3.57,0,0,0,0,0,0,3.57,17.86,0,10.71,10.71,14.29,0,10.71,3.57,0,7.14,7.14,0,10.71,7.14,3.57,0,3.57,0,0,0,0,0,0,7.14,0,3.57,0,0,0,3.57,10.71,0,7.14,3.57,7.14,7.14,0,0,0,0,0,0,0,0,0,3.57,10.71,0,7.14,0,3.57,7.14,0,3.57,0,0,0,0,3.57,3.57,0,0,0,0,28.57,10.71,14.29,0,0,0,0,0,0,3.57,0,0
5,0.600000024,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",Yes he's leavin... leavin on the midnight train to Georgia,0765c56b2da0e50568488dbbbe93751b,4621,10,98.58,84.14,1,25.77,5,20,50,40,10,10,0,0,0,10,0,0,10,20,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,10,0,0,10,0,0,40,30,0,0,0,0,0,0,0,10,0,0
5,0.745500028,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","And please don't tell me... Perhaps, Perhaps, Perrrrhaps....",0765c56b2da0e50568488dbbbe93751b,4636,8,1,10.58,7.84,99,4,37.5,87.5,62.5,12.5,12.5,12.5,0,0,0,0,0,0,0,12.5,25,12.5,12.5,25,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,87.5,25,0,0,0,0,0,0,12.5,0,0
9,0.909699976,"fuck_H, got_H, get_H, stay_H, girl_L, wish_L, mine_H, sad_H, song_H, gon_H","She with all the female guile led him helpless down the aisle, she had finally made a Conquest.",0765c56b2da0e50568488dbbbe93751b,4638,18,93.26,98.62,1,1,18,16.67,88.89,55.56,16.67,16.67,0,0,0,16.67,0,0,16.67,11.11,5.56,5.56,0,0,11.11,5.56,0,0,0,5.56,5.56,0,5.56,0,0,5.56,22.22,0,0,16.67,5.56,16.67,0,11.11,0,0,5.56,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,16.67,0,0,16.67,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0
9,0.920000017,"fuck_H, got_H, get_H, stay_H, girl_L, wish_L, mine_H, sad_H, song_H, gon_H",Twenty-five wives in the lake tonight **bobsnewline** Raw bark in the water of the marble shrine,0765c56b2da0e50568488dbbbe93751b,4642,17,99,72.17,28.81,25.77,17,11.76,76.47,35.29,0,0,0,0,0,0,0,0,17.65,17.65,0,0,0,0,0,5.88,0,0,11.76,0,0,0,0,0,0,0,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,5.88,5.88,5.88,0,0,0,0,0,0,5.88,17.65,0,11.76,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,29.41,0,0,0,0,0,0,5.88,0,0,0,23.53
4,0.896300018,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H","Walkin on down to the buryin ground, it's a very old dance with a merry old sound.",0765c56b2da0e50568488dbbbe93751b,4648,17,99,72.17,99,98.87,17,0,88.24,52.94,5.88,0,0,0,0,0,0,5.88,17.65,23.53,5.88,5.88,0,0,5.88,0,0,0,0,0,5.88,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,11.76,5.88,0,5.88,0,0,0,5.88,0,35.29,5.88,17.65,11.76,0,5.88,0,0,0,0,0,0,0,0,0,0,17.65,5.88,5.88,0,0,0,0,0,0,5.88,0,0
2,0.600000024,"night_H, cri_H, lone_L, end_L, life_H, take_L, song_L, run_H, seem_H, go_L",Psycho Killer - Qu'est que c'est - Fa fa fa FA fa fa fa fa FA fa far better,0765c56b2da0e50568488dbbbe93751b,4654,19,93.26,50,1,25.77,19,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,0,0,10.53,5.26,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,5.26,0,0,0,0,5.26,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,21.05,0,0,0,0,0,0,10.53,0,10.53,0,0
0,0.852599978,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",Give in to what you cannot fight; Walk Among Us...,0765c56b2da0e50568488dbbbe93751b,4692,10,52.71,99,99,1,10,0,100,70,30,20,0,10,10,0,0,10,0,30,10,0,0,10,30,0,0,10,0,0,10,0,10,0,10,0,40,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,30,0,30,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,0,0,10,0,0,0,0,0,0,0
2,0.878300011,"night_H, cri_H, lone_L, end_L, life_H, take_L, song_L, run_H, seem_H, go_L","You said, i must eat so many lemons, cuz i am so bitter...",0765c56b2da0e50568488dbbbe93751b,4697,13,1,77.92,1.4,1,13,0,92.31,61.54,23.08,23.08,15.38,0,7.69,0,0,0,0,0,15.38,15.38,23.08,0,30.77,7.69,0,0,0,7.69,7.69,0,7.69,0,7.69,0,15.38,0,0,0,0,15.38,0,7.69,7.69,0,7.69,0,15.38,0,7.69,0,7.69,0,0,0,7.69,0,0,0,0,0,0,7.69,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,38.46,23.08,15.38,0,0,0,0,0,0,0,0,0
12,0.896300018,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",/If you should go skating on the thin ice of modern life,0765c56b2da0e50568488dbbbe93751b,4721,12,93.26,79.76,74.76,25.77,12,8.33,91.67,50,8.33,8.33,0,0,8.33,0,0,0,8.33,16.67,8.33,0,8.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,16.67,0,0,16.67,8.33,0,8.33,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,8.33,0,33.33,8.33,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33
12,0.745500028,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","Hi ho, hi ho, it's off to work me go.",0765c56b2da0e50568488dbbbe93751b,4726,10,78.3,84.14,93.3,25.77,10,0,80,40,20,10,10,0,0,0,0,10,0,20,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,10,0,0,0,0,30,0,20,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,40,10,20,0,0,0,0,0,0,10,0,0
1,0.600000024,"make_H, say_H, bad_H, roll_H, new_L, babi_H, love_L, start_H, bean_H, colleg_H",Never a Doubt,077243dfd4750094bde7eb01e5cfcb42,4746,3,18.82,1,98.01,1,3,0,100,66.67,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,33.33,0,0,0,0,0,0,33.33,0,33.33,33.33,0,0,0,0,0,0,0,66.67,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.958199978,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H","3, 6, 9, the goose drank wine the monkey chewed tobacco on the streetcar line the line broke the monkey got choked they all went to heaven in a little row boat",077243dfd4750094bde7eb01e5cfcb42,4751,32,99,62.28,18.52,25.77,32,6.25,71.88,31.25,3.12,3.12,0,0,0,0,3.12,0,18.75,9.38,0,0,0,0,12.5,0,0,0,9.38,3.12,6.25,3.12,3.12,0,0,3.12,3.12,0,0,0,0,3.12,0,0,0,0,3.12,0,0,0,0,0,12.5,0,3.12,0,9.38,3.12,0,0,0,3.12,0,12.5,0,0,15.62,3.12,12.5,0,0,3.12,0,0,9.38,0,0,0,0,0,0,0,9.38,0,9.38,0,0,0,0,0,0,0,0,0
7,0.736500025,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H","I know she loves the sunrise, No longer sees it with her sleeping eyes, And I know that when she said she's gonna try, Well it might not work because of other ties and **bobsnewline**  **bobsnewline** I know she usually has some other ties, And I wouldn't want to break 'em, nah, I wouldn't want to break 'em, Maybe she'll help me to untie this but **bobsnewline**  **bobsnewline** Until then well, I'm gonna have to lie to you",077243dfd4750094bde7eb01e5cfcb42,4787,78,2.94,26.07,30.55,89.84,78,12.82,89.74,61.54,25.64,17.95,8.97,0,1.28,7.69,0,7.69,1.28,10.26,10.26,6.41,10.26,6.41,25.64,2.56,1.28,1.28,0,1.28,3.85,3.85,0,0,0,0,12.82,0,0,7.69,0,21.79,3.85,1.28,5.13,6.41,0,5.13,3.85,2.56,1.28,0,3.85,2.56,0,0,0,5.13,2.56,2.56,1.28,0,0,1.28,16.67,6.41,12.82,2.56,1.28,6.41,1.28,0,0,0,0,0,8.97,0,6.41,0,2.56,0,39.74,0,10.26,0,0,0,0,0,0,8.97,0,20.51
5,0.977199972,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",So you think you can tell Heaven from  **bobsnewline** Hell **bobsnewline** blue skies from pain **bobsnewline** Can you tell a green field from a cold steel rail? **bobsnewline** A smile from a veil? **bobsnewline** Do you think you can tell? **bobsnewline** And did they get you to trade your heroes for ghosts?  **bobsnewline** Hot ashes for trees? **bobsnewline** Hot air for a cool breeze? **bobsnewline** Cold comfort for change? **bobsnewline** And did you exchange a walk on part in the war for a lead role in a  **bobsnewline** cage?,077243dfd4750094bde7eb01e5cfcb42,4794,89,95.87,98.71,3.51,68.2,11.12,14.61,78.65,44.94,10.11,10.11,0,0,8.99,0,1.12,0,10.11,14.61,6.74,1.12,3.37,0,11.24,7.87,0,0,0,1.12,8.99,5.62,3.37,0,2.25,0,14.61,0,0,0,0,4.49,2.25,2.25,0,0,0,0,8.99,2.25,0,6.74,1.12,0,1.12,0,0,3.37,0,1.12,2.25,1.12,0,2.25,12.36,0,7.87,3.37,4.49,0,2.25,0,0,2.25,3.37,2.25,2.25,1.12,0,1.12,0,0,58.43,0,0,0,0,8.99,0,0,0,0,0,49.44
5,0.967800021,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","Slam slam, oh hot damn What part of party don't you understand, Wish you'd just freak out...(freak out already). Can't stop, coming in hot, I should be locked up right on the spot...It's so on right now (so fuckin on right now) **bobsnewline** Party Crasher, Penny Snatcher, Call me up if you want gangsta Don't be fancy, just get dancey...Why so serious?",07da88e13509940f3116716552d6a32c,5009,65,24.14,37.9,80.47,1,32.5,10.77,84.62,50.77,10.77,7.69,3.08,0,4.62,0,0,3.08,1.54,13.85,10.77,13.85,6.15,4.62,18.46,6.15,0,3.08,0,1.54,10.77,3.08,7.69,0,3.08,0,9.23,0,0,0,0,10.77,1.54,1.54,6.15,1.54,0,3.08,3.08,0,0,3.08,1.54,0,0,1.54,0,9.23,3.08,0,3.08,1.54,1.54,1.54,16.92,3.08,24.62,1.54,16.92,6.15,0,3.08,0,1.54,0,0,7.69,6.15,0,0,1.54,0,47.69,15.38,10.77,0,0,1.54,0,0,0,7.69,6.15,6.15
12,0.745500028,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",tomorrow sould be better??? who knows,08074f06d6882e73b4db242b38be237a,5241,6,18.82,95.2,98.01,99,3,16.67,83.33,33.33,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,33.33,16.67,16.67,16.67,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,33.33,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0
5,0.896300018,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",waiting and thinking all day long oh my at least tomorrow will be more fun,08074f06d6882e73b4db242b38be237a,5243,15,52.71,25.24,99,99,15,20,100,33.33,6.67,6.67,6.67,0,0,0,0,0,0,6.67,13.33,0,6.67,0,26.67,20,13.33,0,0,20,6.67,6.67,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,13.33,33.33,0,13.33,20,0,6.67,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.878300011,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H","Hey everyone you just lost the... OK this is just getting old, but I'm pretty sure you all lost any way.",088bf0ed841bcc366475b3975eb1b9d2,5581,21,5.89,97.14,37.24,95.81,10.5,9.52,100,47.62,23.81,14.29,4.76,0,9.52,0,0,9.52,4.76,0,9.52,9.52,4.76,0,23.81,0,0,0,0,9.52,23.81,14.29,9.52,0,0,9.52,19.05,0,0,0,0,28.57,0,0,0,9.52,14.29,4.76,0,0,0,0,0,0,0,0,0,14.29,0,9.52,0,4.76,0,9.52,9.52,0,9.52,0,4.76,4.76,0,0,0,0,0,0,9.52,0,0,4.76,0,0,28.57,19.05,4.76,0,0,0,0,0,0,4.76,0,0
